"Year","County","Commodity","Crop","ACRES HARVESTED","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,500","99,800","39.9"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,900","208,000","53.3"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","500","23,500","47"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM","1,700","99,500","58.5"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","1,200","60,000","50"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","2,900","123,000","42.4"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","3,200","147,200","46"
"2003","OTTER TAIL","BARLEY","BARLEY","3,900","227,800","58.4"
"2003","OTTER TAIL","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","9,700","N/A","N/A"
"2003","OTTER TAIL","CORN","CORN","N/A","N/A","N/A"
"2003","OTTER TAIL","CORN","CORN, GRAIN","130,500","17,226,000","132"
"2003","OTTER TAIL","CORN","CORN, SILAGE","19,600","N/A","N/A"
"2003","OTTER TAIL","HAY","HAY","109,100","N/A","N/A"
"2003","OTTER TAIL","HAY","HAY, (EXCL ALFALFA)","22,600","N/A","N/A"
"2003","OTTER TAIL","HAY","HAY, ALFALFA","86,500","N/A","N/A"
"2003","OTTER TAIL","OATS","OATS","20,900","1,316,700","63"
"2003","OTTER TAIL","SOYBEANS","SOYBEANS","141,700","4,251,000","30"
"2003","OTTER TAIL","SUGARBEETS","SUGARBEETS","4,100","N/A","N/A"
"2003","OTTER TAIL","SUNFLOWER","SUNFLOWER","3,800","N/A","N/A"
"2003","OTTER TAIL","WHEAT","WHEAT","59,600","3,218,400","54"
"2003","OTTER TAIL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","59,600","3,218,400","54"
"2003","PENNINGTON","BARLEY","BARLEY","9,300","706,800","76"
"2003","PENNINGTON","CANOLA","CANOLA","1,500","N/A","N/A"
"2003","PENNINGTON","CORN","CORN","N/A","N/A","N/A"
"2003","PENNINGTON","CORN","CORN, GRAIN","1,100","117,700","107"
"2003","PENNINGTON","CORN","CORN, SILAGE","400","N/A","N/A"
"2003","PENNINGTON","HAY","HAY","28,600","N/A","N/A"
"2003","PENNINGTON","HAY","HAY, (EXCL ALFALFA)","6,200","N/A","N/A"
"2003","PENNINGTON","HAY","HAY, ALFALFA","22,400","N/A","N/A"
"2003","PENNINGTON","OATS","OATS","4,800","331,200","69"
"2003","PENNINGTON","SOYBEANS","SOYBEANS","84,800","2,289,600","27"
"2003","PENNINGTON","SUNFLOWER","SUNFLOWER","3,500","N/A","N/A"
"2003","PENNINGTON","SUNFLOWER","SUNFLOWER, NON","1,900","N/A","N/A"
"2003","PENNINGTON","SUNFLOWER","SUNFLOWER, OIL TYPE","1,600","N/A","N/A"
"2003","PENNINGTON","WHEAT","WHEAT","64,400","3,581,700","55.6"
"2003","PENNINGTON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","62,500","3,500,000","56"
"2003","PENNINGTON","WHEAT","WHEAT, WINTER","1,900","81,700","43"
"2003","PINE","CORN","CORN","N/A","N/A","N/A"
"2003","PINE","CORN","CORN, GRAIN","11,900","1,094,800","92"
"2003","PINE","CORN","CORN, SILAGE","7,500","N/A","N/A"
"2003","PINE","HAY","HAY","60,200","N/A","N/A"
"2003","PINE","HAY","HAY, (EXCL ALFALFA)","40,300","N/A","N/A"
"2003","PINE","HAY","HAY, ALFALFA","19,900","N/A","N/A"
"2003","PINE","OATS","OATS","1,800","86,400","48"
"2003","PINE","SOYBEANS","SOYBEANS","10,500","241,500","23"
"2003","PIPESTONE","BARLEY","BARLEY","2,100","151,200","72"
"2003","PIPESTONE","CORN","CORN","N/A","N/A","N/A"
"2003","PIPESTONE","CORN","CORN, GRAIN","90,200","12,718,200","141"
"2003","PIPESTONE","CORN","CORN, SILAGE","5,100","N/A","N/A"
"2003","PIPESTONE","HAY","HAY","13,900","N/A","N/A"
"2003","PIPESTONE","HAY","HAY, (EXCL ALFALFA)","3,200","N/A","N/A"
"2003","PIPESTONE","HAY","HAY, ALFALFA","10,700","N/A","N/A"
"2003","PIPESTONE","OATS","OATS","2,700","234,900","87"
"2003","PIPESTONE","SOYBEANS","SOYBEANS","99,600","3,585,600","36"
"2003","POLK","BARLEY","BARLEY","18,700","1,447,600","77.4"
"2003","POLK","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","41,000","N/A","N/A"
"2003","POLK","CORN","CORN","N/A","N/A","N/A"
"2003","POLK","CORN","CORN, GRAIN","21,200","2,268,400","107"
"2003","POLK","CORN","CORN, SILAGE","2,600","N/A","N/A"
"2003","POLK","HAY","HAY","36,200","N/A","N/A"
"2003","POLK","HAY","HAY, (EXCL ALFALFA)","8,400","N/A","N/A"
"2003","POLK","HAY","HAY, ALFALFA","27,800","N/A","N/A"
"2003","POLK","OATS","OATS","4,200","306,600","73"
"2003","POLK","SOYBEANS","SOYBEANS","279,500","8,385,000","30"
"2003","POLK","SUGARBEETS","SUGARBEETS","98,100","N/A","N/A"
"2003","POLK","SUNFLOWER","SUNFLOWER","7,300","N/A","N/A"
"2003","POLK","SUNFLOWER","SUNFLOWER, NON","2,700","N/A","N/A"
"2003","POLK","SUNFLOWER","SUNFLOWER, OIL TYPE","4,600","N/A","N/A"
"2003","POLK","WHEAT","WHEAT","289,300","17,358,000","60"
"2003","POLK","WHEAT","WHEAT, SPRING, (EXCL DURUM)","289,300","17,358,000","60"
"2003","POPE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,900","N/A","N/A"
"2003","POPE","CORN","CORN","N/A","N/A","N/A"
"2003","POPE","CORN","CORN, GRAIN","89,900","12,586,000","140"
"2003","POPE","CORN","CORN, SILAGE","6,000","N/A","N/A"
"2003","POPE","HAY","HAY","23,100","N/A","N/A"
"2003","POPE","HAY","HAY, (EXCL ALFALFA)","3,900","N/A","N/A"
"2003","POPE","HAY","HAY, ALFALFA","19,200","N/A","N/A"
"2003","POPE","OATS","OATS","4,100","291,100","71"
"2003","POPE","SOYBEANS","SOYBEANS","87,400","2,622,000","30"
"2003","POPE","SUGARBEETS","SUGARBEETS","3,200","N/A","N/A"
"2003","POPE","WHEAT","WHEAT","9,700","475,300","49"
"2003","POPE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","9,700","475,300","49"
"2003","RED LAKE","BARLEY","BARLEY","3,500","283,500","81"
"2003","RED LAKE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","900","N/A","N/A"
"2003","RED LAKE","CORN","CORN","N/A","N/A","N/A"
"2003","RED LAKE","CORN","CORN, GRAIN","3,500","378,000","108"
"2003","RED LAKE","CORN","CORN, SILAGE","1,900","N/A","N/A"
"2003","RED LAKE","HAY","HAY","15,900","N/A","N/A"
"2003","RED LAKE","HAY","HAY, (EXCL ALFALFA)","2,800","N/A","N/A"
"2003","RED LAKE","HAY","HAY, ALFALFA","13,100","N/A","N/A"
"2003","RED LAKE","OATS","OATS","1,900","148,200","78"
"2003","RED LAKE","SOYBEANS","SOYBEANS","67,800","1,898,400","28"
"2003","RED LAKE","SUGARBEETS","SUGARBEETS","1,000","N/A","N/A"
"2003","RED LAKE","SUNFLOWER","SUNFLOWER","1,900","N/A","N/A"
"2003","RED LAKE","WHEAT","WHEAT","52,000","2,984,500","57.4"
"2003","RED LAKE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","49,900","2,894,200","58"
"2003","RED LAKE","WHEAT","WHEAT, WINTER","2,100","90,300","43"
"2003","REDWOOD","CORN","CORN","N/A","N/A","N/A"
"2003","REDWOOD","CORN","CORN, GRAIN","226,700","34,458,400","152"
"2003","REDWOOD","CORN","CORN, SILAGE","4,900","N/A","N/A"
"2003","REDWOOD","HAY","HAY","8,900","N/A","N/A"
"2003","REDWOOD","HAY","HAY, (EXCL ALFALFA)","1,100","N/A","N/A"
"2003","REDWOOD","HAY","HAY, ALFALFA","7,800","N/A","N/A"
"2003","REDWOOD","OATS","OATS","1,300","110,500","85"
"2003","REDWOOD","SOYBEANS","SOYBEANS","217,800","7,405,200","34"
"2003","REDWOOD","SUGARBEETS","SUGARBEETS","5,100","N/A","N/A"
"2003","REDWOOD","WHEAT","WHEAT","2,800","165,200","59"
"2003","REDWOOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,800","165,200","59"
"2003","RENVILLE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,300","N/A","N/A"
"2003","RENVILLE","CORN","CORN","N/A","N/A","N/A"
"2003","RENVILLE","CORN","CORN, GRAIN","237,800","36,859,000","155"
"2003","RENVILLE","CORN","CORN, SILAGE","5,100","N/A","N/A"
"2003","RENVILLE","HAY","HAY","7,600","N/A","N/A"
"2003","RENVILLE","HAY","HAY, (EXCL ALFALFA)","1,000","N/A","N/A"
"2003","RENVILLE","HAY","HAY, ALFALFA","6,600","N/A","N/A"
"2003","RENVILLE","OATS","OATS","1,000","85,000","85"
"2003","RENVILLE","SOYBEANS","SOYBEANS","223,200","7,365,600","33"
"2003","RENVILLE","SUGARBEETS","SUGARBEETS","40,300","N/A","N/A"
"2003","RENVILLE","WHEAT","WHEAT","5,500","324,500","59"
"2003","RENVILLE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","5,500","324,500","59"
"2003","RICE","CORN","CORN","N/A","N/A","N/A"
"2003","RICE","CORN","CORN, GRAIN","73,100","11,330,500","155"
"2003","RICE","CORN","CORN, SILAGE","6,800","N/A","N/A"
"2003","RICE","HAY","HAY","14,600","N/A","N/A"
"2003","RICE","HAY","HAY, (EXCL ALFALFA)","2,100","N/A","N/A"
"2003","RICE","HAY","HAY, ALFALFA","12,500","N/A","N/A"
"2003","RICE","OATS","OATS","2,300","167,900","73"
"2003","RICE","SOYBEANS","SOYBEANS","67,000","2,144,000","32"
"2003","ROCK","CORN","CORN","N/A","N/A","N/A"
"2003","ROCK","CORN","CORN, GRAIN","119,800","17,490,800","146"
"2003","ROCK","CORN","CORN, SILAGE","6,900","N/A","N/A"
"2003","ROCK","HAY","HAY","12,600","N/A","N/A"
"2003","ROCK","HAY","HAY, (EXCL ALFALFA)","4,500","N/A","N/A"
"2003","ROCK","HAY","HAY, ALFALFA","8,100","N/A","N/A"
"2003","ROCK","OATS","OATS","2,100","193,200","92"
"2003","ROCK","SOYBEANS","SOYBEANS","120,400","4,695,600","39"
"2003","ROSEAU","BARLEY","BARLEY","29,300","2,410,800","82.3"
"2003","ROSEAU","CANOLA","CANOLA","29,200","N/A","N/A"
"2003","ROSEAU","CORN","CORN","N/A","N/A","N/A"
"2003","ROSEAU","CORN","CORN, GRAIN","3,500","402,500","115"
"2003","ROSEAU","CORN","CORN, SILAGE","2,700","N/A","N/A"
"2003","ROSEAU","FLAXSEED","FLAXSEED","3,300","79,200","24"
"2003","ROSEAU","HAY","HAY","54,600","N/A","N/A"
"2003","ROSEAU","HAY","HAY, (EXCL ALFALFA)","16,400","N/A","N/A"
"2003","ROSEAU","HAY","HAY, ALFALFA","38,200","N/A","N/A"
"2003","ROSEAU","OATS","OATS","13,100","1,165,900","89"
"2003","ROSEAU","SOYBEANS","SOYBEANS","39,200","1,176,000","30"
"2003","ROSEAU","SUNFLOWER","SUNFLOWER","14,000","N/A","N/A"
"2003","ROSEAU","SUNFLOWER","SUNFLOWER, NON","7,100","N/A","N/A"
"2003","ROSEAU","SUNFLOWER","SUNFLOWER, OIL TYPE","6,900","N/A","N/A"
"2003","ROSEAU","WHEAT","WHEAT","124,200","7,095,600","57.1"
"2003","ROSEAU","WHEAT","WHEAT, SPRING, (EXCL DURUM)","118,800","6,890,400","58"
"2003","ROSEAU","WHEAT","WHEAT, WINTER","5,400","205,200","38"
"2003","SCOTT","CORN","CORN","N/A","N/A","N/A"
"2003","SCOTT","CORN","CORN, GRAIN","38,100","5,600,700","147"
"2003","SCOTT","CORN","CORN, SILAGE","2,700","N/A","N/A"
"2003","SCOTT","HAY","HAY","16,500","N/A","N/A"
"2003","SCOTT","HAY","HAY, (EXCL ALFALFA)","3,800","N/A","N/A"
"2003","SCOTT","HAY","HAY, ALFALFA","12,700","N/A","N/A"
"2003","SCOTT","OATS","OATS","2,200","147,400","67"
"2003","SCOTT","SOYBEANS","SOYBEANS","36,100","1,119,100","31"
"2003","SHERBURNE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,100","N/A","N/A"
"2003","SHERBURNE","CORN","CORN","N/A","N/A","N/A"
"2003","SHERBURNE","CORN","CORN, GRAIN","24,700","3,161,600","128"
"2003","SHERBURNE","CORN","CORN, SILAGE","2,500","N/A","N/A"
"2003","SHERBURNE","HAY","HAY","9,800","N/A","N/A"
"2003","SHERBURNE","HAY","HAY, (EXCL ALFALFA)","2,500","N/A","N/A"
"2003","SHERBURNE","HAY","HAY, ALFALFA","7,300","N/A","N/A"
"2003","SHERBURNE","OATS","OATS","500","25,000","50"
"2003","SHERBURNE","SOYBEANS","SOYBEANS","18,500","462,500","25"
"2003","SIBLEY","CORN","CORN","N/A","N/A","N/A"
"2003","SIBLEY","CORN","CORN, GRAIN","126,200","20,065,800","159"
"2003","SIBLEY","CORN","CORN, SILAGE","8,700","N/A","N/A"
"2003","SIBLEY","HAY","HAY","10,800","N/A","N/A"
"2003","SIBLEY","HAY","HAY, (EXCL ALFALFA)","2,600","N/A","N/A"
"2003","SIBLEY","HAY","HAY, ALFALFA","8,200","N/A","N/A"
"2003","SIBLEY","OATS","OATS","1,400","106,400","76"
"2003","SIBLEY","SOYBEANS","SOYBEANS","119,400","3,582,000","30"
"2003","SIBLEY","SUGARBEETS","SUGARBEETS","3,100","N/A","N/A"
"2003","SIBLEY","WHEAT","WHEAT","2,500","125,000","50"
"2003","SIBLEY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,500","125,000","50"
"2003","ST. LOUIS","HAY","HAY","61,100","N/A","N/A"
"2003","ST. LOUIS","HAY","HAY, (EXCL ALFALFA)","52,200","N/A","N/A"
"2003","ST. LOUIS","HAY","HAY, ALFALFA","8,900","N/A","N/A"
"2003","ST. LOUIS","OATS","OATS","1,700","91,800","54"
"2003","STEARNS","BARLEY","BARLEY","4,600","280,600","61"
"2003","STEARNS","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,200","N/A","N/A"
"2003","STEARNS","CORN","CORN","N/A","N/A","N/A"
"2003","STEARNS","CORN","CORN, GRAIN","162,500","19,825,000","122"
"2003","STEARNS","CORN","CORN, SILAGE","44,100","N/A","N/A"
"2003","STEARNS","HAY","HAY","107,400","N/A","N/A"
"2003","STEARNS","HAY","HAY, (EXCL ALFALFA)","20,500","N/A","N/A"
"2003","STEARNS","HAY","HAY, ALFALFA","86,900","N/A","N/A"
"2003","STEARNS","OATS","OATS","23,600","1,628,400","69"
"2003","STEARNS","SOYBEANS","SOYBEANS","98,900","2,571,400","26"
"2003","STEARNS","SUGARBEETS","SUGARBEETS","2,500","N/A","N/A"
"2003","STEARNS","WHEAT","WHEAT","4,200","218,400","52"
"2003","STEARNS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","4,200","218,400","52"
"2003","STEELE","CORN","CORN","N/A","N/A","N/A"
"2003","STEELE","CORN","CORN, GRAIN","98,800","15,314,000","155"
"2003","STEELE","CORN","CORN, SILAGE","3,100","N/A","N/A"
"2003","STEELE","HAY","HAY","9,600","N/A","N/A"
"2003","STEELE","HAY","HAY, (EXCL ALFALFA)","1,200","N/A","N/A"
"2003","STEELE","HAY","HAY, ALFALFA","8,400","N/A","N/A"
"2003","STEELE","OATS","OATS","1,700","134,300","79"
"2003","STEELE","SOYBEANS","SOYBEANS","90,600","2,808,600","31"
"2003","STEVENS","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,900","N/A","N/A"
"2003","STEVENS","CORN","CORN","N/A","N/A","N/A"
"2003","STEVENS","CORN","CORN, GRAIN","135,800","20,913,200","154"
"2003","STEVENS","CORN","CORN, SILAGE","6,200","N/A","N/A"
"2003","STEVENS","HAY","HAY, ALFALFA","7,000","N/A","N/A"
"2003","STEVENS","SOYBEANS","SOYBEANS","136,300","4,634,200","34"
"2003","STEVENS","SUGARBEETS","SUGARBEETS","3,200","N/A","N/A"
"2003","STEVENS","WHEAT","WHEAT","20,500","1,189,000","58"
"2003","STEVENS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","20,500","1,189,000","58"
"2003","SWIFT","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,000","N/A","N/A"
"2003","SWIFT","CORN","CORN","N/A","N/A","N/A"
"2003","SWIFT","CORN","CORN, GRAIN","151,300","21,635,900","143"
"2003","SWIFT","CORN","CORN, SILAGE","8,000","N/A","N/A"
"2003","SWIFT","HAY","HAY","10,300","N/A","N/A"
"2003","SWIFT","HAY","HAY, (EXCL ALFALFA)","2,100","N/A","N/A"
"2003","SWIFT","HAY","HAY, ALFALFA","8,200","N/A","N/A"
"2003","SWIFT","OATS","OATS","2,600","202,800","78"
"2003","SWIFT","SOYBEANS","SOYBEANS","151,800","4,705,800","31"
"2003","SWIFT","SUGARBEETS","SUGARBEETS","6,200","N/A","N/A"
"2003","SWIFT","WHEAT","WHEAT","8,100","445,500","55"
"2003","SWIFT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","8,100","445,500","55"
"2003","TODD","BARLEY","BARLEY","1,100","49,500","45"
"2003","TODD","CORN","CORN","N/A","N/A","N/A"
"2003","TODD","CORN","CORN, GRAIN","49,300","4,979,300","101"
"2003","TODD","CORN","CORN, SILAGE","23,000","N/A","N/A"
"2003","TODD","HAY","HAY","65,900","N/A","N/A"
"2003","TODD","HAY","HAY, (EXCL ALFALFA)","21,200","N/A","N/A"
"2003","TODD","HAY","HAY, ALFALFA","44,700","N/A","N/A"
"2003","TODD","OATS","OATS","9,800","548,800","56"
"2003","TODD","SOYBEANS","SOYBEANS","39,800","875,600","22"
"2003","TODD","WHEAT","WHEAT","3,900","159,900","41"
"2003","TODD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,900","159,900","41"
"2003","TRAVERSE","BARLEY","BARLEY","2,500","175,000","70"
"2003","TRAVERSE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","800","N/A","N/A"
"2003","TRAVERSE","CORN","CORN","N/A","N/A","N/A"
"2003","TRAVERSE","CORN","CORN, GRAIN","108,000","13,824,000","128"
"2003","TRAVERSE","CORN","CORN, SILAGE","1,000","N/A","N/A"
"2003","TRAVERSE","HAY","HAY, ALFALFA","5,900","N/A","N/A"
"2003","TRAVERSE","SOYBEANS","SOYBEANS","138,700","4,299,700","31"
"2003","TRAVERSE","SUGARBEETS","SUGARBEETS","10,500","N/A","N/A"
"2003","TRAVERSE","SUNFLOWER","SUNFLOWER","1,700","N/A","N/A"
"2003","TRAVERSE","WHEAT","WHEAT","40,600","2,354,800","58"
"2003","TRAVERSE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","40,600","2,354,800","58"
"2003","WADENA","BARLEY","BARLEY","1,000","56,100","56.1"
"2003","WADENA","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,600","N/A","N/A"
"2003","WADENA","CORN","CORN","N/A","N/A","N/A"
"2003","WADENA","CORN","CORN, GRAIN","17,600","1,848,000","105"
"2003","WADENA","CORN","CORN, SILAGE","4,400","N/A","N/A"
"2003","WADENA","HAY","HAY","32,100","N/A","N/A"
"2003","WADENA","HAY","HAY, (EXCL ALFALFA)","16,500","N/A","N/A"
"2003","WADENA","HAY","HAY, ALFALFA","15,600","N/A","N/A"
"2003","WADENA","OATS","OATS","4,400","259,600","59"
"2003","WADENA","SOYBEANS","SOYBEANS","6,000","162,000","27"
"2003","WASECA","CORN","CORN","N/A","N/A","N/A"
"2003","WASECA","CORN","CORN, GRAIN","114,900","19,418,100","169"
"2003","WASECA","CORN","CORN, SILAGE","1,400","N/A","N/A"
"2003","WASECA","HAY","HAY","5,900","N/A","N/A"
"2003","WASECA","HAY","HAY, (EXCL ALFALFA)","1,100","N/A","N/A"
"2003","WASECA","HAY","HAY, ALFALFA","4,800","N/A","N/A"
"2003","WASECA","SOYBEANS","SOYBEANS","98,200","3,535,200","36"
"2003","WASHINGTON","CORN","CORN","N/A","N/A","N/A"
"2003","WASHINGTON","CORN","CORN, GRAIN","19,800","2,376,000","120"
"2003","WASHINGTON","CORN","CORN, SILAGE","1,100","N/A","N/A"
"2003","WASHINGTON","HAY","HAY","15,800","N/A","N/A"
"2003","WASHINGTON","HAY","HAY, (EXCL ALFALFA)","3,100","N/A","N/A"
"2003","WASHINGTON","HAY","HAY, ALFALFA","12,700","N/A","N/A"
"2003","WASHINGTON","OATS","OATS","1,100","55,000","50"
"2003","WASHINGTON","SOYBEANS","SOYBEANS","15,200","304,000","20"
"2003","WATONWAN","CORN","CORN","N/A","N/A","N/A"
"2003","WATONWAN","CORN","CORN, GRAIN","118,300","19,637,800","166"
"2003","WATONWAN","CORN","CORN, SILAGE","1,200","N/A","N/A"
"2003","WATONWAN","HAY","HAY, ALFALFA","1,800","N/A","N/A"
"2003","WATONWAN","SOYBEANS","SOYBEANS","110,800","3,988,800","36"
"2003","WILKIN","BARLEY","BARLEY","3,400","238,000","70"
"2003","WILKIN","CORN","CORN","N/A","N/A","N/A"
"2003","WILKIN","CORN","CORN, GRAIN","45,600","5,426,400","119"
"2003","WILKIN","CORN","CORN, SILAGE","1,200","N/A","N/A"
"2003","WILKIN","HAY","HAY","7,200","N/A","N/A"
"2003","WILKIN","HAY","HAY, (EXCL ALFALFA)","1,400","N/A","N/A"
"2003","WILKIN","HAY","HAY, ALFALFA","5,800","N/A","N/A"
"2003","WILKIN","SOYBEANS","SOYBEANS","142,800","4,284,000","30"
"2003","WILKIN","SUGARBEETS","SUGARBEETS","47,500","N/A","N/A"
"2003","WILKIN","SUNFLOWER","SUNFLOWER","6,300","N/A","N/A"
"2003","WILKIN","SUNFLOWER","SUNFLOWER, NON","2,600","N/A","N/A"
"2003","WILKIN","SUNFLOWER","SUNFLOWER, OIL TYPE","3,700","N/A","N/A"
"2003","WILKIN","WHEAT","WHEAT","134,100","7,643,700","57"
"2003","WILKIN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","134,100","7,643,700","57"
"2003","WRIGHT","CORN","CORN","N/A","N/A","N/A"
"2003","WRIGHT","CORN","CORN, GRAIN","61,800","7,292,400","118"
"2003","WRIGHT","CORN","CORN, SILAGE","14,900","N/A","N/A"
"2003","WRIGHT","HAY","HAY","29,300","N/A","N/A"
"2003","WRIGHT","HAY","HAY, (EXCL ALFALFA)","4,600","N/A","N/A"
"2003","WRIGHT","HAY","HAY, ALFALFA","24,700","N/A","N/A"
"2003","WRIGHT","OATS","OATS","3,200","233,600","73"
"2003","WRIGHT","SOYBEANS","SOYBEANS","77,900","1,869,600","24"
"2003","WRIGHT","WHEAT","WHEAT","2,800","112,000","40"
"2003","WRIGHT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,800","112,000","40"
"2003","YELLOW MEDICINE","CORN","CORN","N/A","N/A","N/A"
"2003","YELLOW MEDICINE","CORN","CORN, GRAIN","175,500","24,745,500","141"
"2003","YELLOW MEDICINE","CORN","CORN, SILAGE","6,000","N/A","N/A"
"2003","YELLOW MEDICINE","HAY","HAY","11,700","N/A","N/A"
"2003","YELLOW MEDICINE","HAY","HAY, (EXCL ALFALFA)","2,500","N/A","N/A"
"2003","YELLOW MEDICINE","HAY","HAY, ALFALFA","9,200","N/A","N/A"
"2003","YELLOW MEDICINE","OATS","OATS","1,200","103,200","86"
"2003","YELLOW MEDICINE","SOYBEANS","SOYBEANS","179,100","5,910,300","33"
"2003","YELLOW MEDICINE","SUGARBEETS","SUGARBEETS","3,000","N/A","N/A"
"2003","YELLOW MEDICINE","WHEAT","WHEAT","14,000","812,000","58"
"2003","YELLOW MEDICINE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","14,000","812,000","58"
"2004","AITKIN","HAY","HAY","48,400","N/A","N/A"
"2004","AITKIN","HAY","HAY, (EXCL ALFALFA)","39,400","N/A","N/A"
"2004","AITKIN","HAY","HAY, ALFALFA","9,000","N/A","N/A"
"2004","AITKIN","OATS","OATS","700","25,900","37"
"2004","AITKIN","WHEAT","WHEAT","2,700","94,500","35"
"2004","AITKIN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,700","94,500","35"
"2004","ANOKA","CORN","CORN","N/A","N/A","N/A"
"2004","ANOKA","CORN","CORN, GRAIN","7,200","604,800","84"
"2004","ANOKA","CORN","CORN, SILAGE","500","N/A","N/A"
"2004","ANOKA","SOYBEANS","SOYBEANS","3,700","70,300","19"
"2004","BECKER","CORN","CORN","N/A","N/A","N/A"
"2004","BECKER","CORN","CORN, GRAIN","12,700","876,300","69"
"2004","BECKER","CORN","CORN, SILAGE","8,400","N/A","N/A"
"2004","BECKER","HAY","HAY","41,700","N/A","N/A"
"2004","BECKER","HAY","HAY, (EXCL ALFALFA)","12,400","N/A","N/A"
"2004","BECKER","HAY","HAY, ALFALFA","29,300","N/A","N/A"
"2004","BECKER","OATS","OATS","4,100","213,200","52"
"2004","BECKER","SOYBEANS","SOYBEANS","80,200","1,042,600","13"
"2004","BECKER","SUGARBEETS","SUGARBEETS","9,600","N/A","N/A"
"2004","BECKER","WHEAT","WHEAT","54,000","3,078,000","57"
"2004","BECKER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","54,000","3,078,000","57"
"2004","BELTRAMI","BARLEY","BARLEY","900","39,600","44"
"2004","BELTRAMI","HAY","HAY","56,400","N/A","N/A"
"2004","BELTRAMI","HAY","HAY, (EXCL ALFALFA)","22,000","N/A","N/A"
"2004","BELTRAMI","HAY","HAY, ALFALFA","34,400","N/A","N/A"
"2004","BELTRAMI","OATS","OATS","4,200","239,400","57"
"2004","BELTRAMI","WHEAT","WHEAT","3,200","108,800","34"
"2004","BELTRAMI","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,200","108,800","34"
"2004","BENTON","BARLEY","BARLEY","800","49,600","62"
"2004","BENTON","CORN","CORN","N/A","N/A","N/A"
"2004","BENTON","CORN","CORN, GRAIN","55,700","6,795,400","122"
"2004","BENTON","CORN","CORN, SILAGE","8,900","N/A","N/A"
"2004","BENTON","HAY","HAY","25,400","N/A","N/A"
"2004","BENTON","HAY","HAY, (EXCL ALFALFA)","7,900","N/A","N/A"
"2004","BENTON","HAY","HAY, ALFALFA","17,500","N/A","N/A"
"2004","BENTON","OATS","OATS","3,900","257,400","66"
"2004","BENTON","SOYBEANS","SOYBEANS","30,000","900,000","30"
"2004","BIG STONE","CORN","CORN","N/A","N/A","N/A"
"2004","BIG STONE","CORN","CORN, GRAIN","77,900","11,607,100","149"
"2004","BIG STONE","CORN","CORN, SILAGE","1,700","N/A","N/A"
"2004","BIG STONE","HAY","HAY","6,000","N/A","N/A"
"2004","BIG STONE","HAY","HAY, (EXCL ALFALFA)","1,900","N/A","N/A"
"2004","BIG STONE","HAY","HAY, ALFALFA","4,100","N/A","N/A"
"2004","BIG STONE","SOYBEANS","SOYBEANS","110,400","3,643,200","33"
"2004","BIG STONE","WHEAT","WHEAT","30,300","1,757,400","58"
"2004","BIG STONE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","30,300","1,757,400","58"
"2004","BLUE EARTH","CORN","CORN","N/A","N/A","N/A"
"2004","BLUE EARTH","CORN","CORN, GRAIN","182,800","32,904,000","180"
